name,description,contact_info
"Vault: Business Behind Fashion, The","Visit www.thevaultuwmadison.com for more information! Welcome to The Vault, the first organization at UW-Madison that explores the overlap of marketing, communication, and design behind the fashion industry. Our main goal is to educate our members in ways deemed unimaginable, and we achieve this through three tiers: education, training, and community. Education opportunities include speaker events, panels, and presentations, while training opportunities include marketing opportunities for companies, photoshoots, journalism, and interviews, as well as workshops. Community opportunities include fashion shows, socials, and fundraisers.","Address
800 Langdon Street
Madison, WI 53706
United States Address 800 Langdon Street Madison, WI 53706 Madison, United States Contact Email
E: thevaultuwmadison@gmail.com Contact Email E: Phone Number
P: 917-714-2261 Phone Number P:"
Vietnam Health Project,"Our Mission Vietnam Health Project is a nonprofit organization dedicated to fighting poverty in Vietnam. Through fundraising and volunteering, we focused our efforts on promoting quality healthcare, providing basic education, improving living conditions, and developing public infrastructures for Vietnamese children in need. Past projects implemented in Vietnam include building schools and houses for impoverished families, donating healthcare supplies to orphanages, and providing aid to struggling communities. Why Vietnam? More than three decades removed from the war, Vietnam still fights the battle against poverty due to postwar effects. Almost a third of the country lives under the poverty line with rates increasing in rural areas. With growing demand for quality healthcare, basic education, stable living conditions, and reliable infrastructure, Vietnam needs aid in order to provide its communities with a sustainable future. VHP at UW-Madison We incorporate various leadership, volunteering and learning opportunities both locally and internationally to provide a unique experience for our members. Our volunteers serve Babcock Ice Cream to our loyal fans at the Men’s Badger Hockey games, host campus-wide Vietnamese food sales, and sell bracelets hand-made by victims of Agent Orange. And although the focus of our organization is to raise funds to go toward our project, our members have other opportunities to get involved- cultural literacy workshops, real-world leadership experience, and membership integration events. We welcome all UW-Madison students and community members in joining our mission to becoming a solution for some of our global disparities.","Address
333 E Campus Mall
#71
Madison, WI 53715
USA Address 333 E Campus Mall #71 Madison, WI 53715 Madison, USA Contact Email
E: vhpuwmadison@gmail.com Contact Email E:"
Vietnamese Student Association,"We are here to bring awareness to the Vietnamese culture and promote diversity on the campus of the University of Wisconsin-­Madison. Our purpose is to connect, network and unite those who are of Vietnamese descent as well as those with interest in the Vietnamese culture. We would like to facilitate a gateway with the student body of this campus to understand and appreciate the Vietnamese culture. Our organization participates in many cultural events that enhance awareness for the Vietnamese community as well as the campus community. Events like Tet (Vietnamese New Year), Volunteering, & Fundraising foster our philosophy.","Address
333 E Campus Mall #203
Madison, WI 53715
USA Address 333 E Campus Mall #203 Madison, WI 53715 Madison, USA Contact Email
E: vsa.uwmadison@gmail.com Contact Email E:"
Village Health Project,"Village Health Project began as an informal group of students who had returned from the Agriculture, Health and Nutrition Global Health Field Experience in Uganda and sought to maintain their connection to the community they had visited. Through the creation of a nonprofit and working with community leaders, VHP UW-Madison was successful in funding building water tanks throughout the village of Lweza, including at Lweza Primary School. As a student organization, VHP recruits those who have visited Lweza through the Global Health programs in Uganda as well as those who are passionate about community health and engagement to improve the quality of life in Lweza for those who live there. To make a positive impact, VHP collaborates with community leaders in Lweza, US-based organizations working in Uganda, and faculty on campus to plan and fundraise for various community health projects.","Address Address Contact Email
E: vhproject@gmail.com Contact Email E:"
Vital Reads,Vital Reads is a student organization created within the University of Wisconsin School of Medicine and Public Health to serve all interested medical students. We aim to provide an opportunity for book lovers to socialize and engage in reading outside of the rigorous medical school environment. Vital Reads recognizes the importance of self-care and hopes to promote reading as an outlet for destressing and camaraderie.,"Address
750 Highland Ave
Madison, WI 53792
USA Address 750 Highland Ave Madison, WI 53792 Madison, USA Contact Email
E: safreiberg2@wisc.edu Contact Email E: Phone Number
P: 6083121270 Phone Number P:"
VIVID Dance,"VIVID is a dance group that specializes in K-Pop and Hip-hop dance covers. As a group, we take on the roles of directors, film crew, editors, and performers in the production of our cover videos, which we proudly showcase on our YouTube channel. Our goal is to provide a platform for dancers of all levels to hone their talents in a welcoming and safe environment.  ","Address Address Contact Email
E: vividdancemadison@gmail.com Contact Email E:"
Voice In Sport UW,,"Address
208 S Charter St
Madison, WI 53715
United States Address 208 S Charter St Madison, WI 53715 Madison, United States Contact Email
E: mamunson@wisc.edu Contact Email E: Phone Number
P: 9208895296 Phone Number P:"
WARF Ambassadors,WARF Ambassadors help enhance the vital connection between research and tech transfer by increasing WARF's visibility on campus. WARF’s graduate student and postdoc Ambassadors share information about WARF’s role in technology development and entrepreneurial resources with campus departments. Their on-the-ground experience helps inform new initiatives and enhance communication between WARF and the campus community.,"Address
4517 Hammersley Road
Apt 104
Madison, WI 53711
United States Address 4517 Hammersley Road Apt 104 Madison, WI 53711 Madison, United States Contact Email
E: nlancaster@wisc.edu Contact Email E: Phone Number
P: 7049616359 Phone Number P:"
Water@UW Graduate Student Group,"Our purpose is to foster connection and communication among graduate students and postdoctoral scholars (“postdocs”) of the University of Wisconsin-Madison water community across disciplines. This group is charged with organizing events to provide opportunities for outreach, professional development, and community engagement. In almost all but the most focused applications, water research can benefit from the work of creative, interdisciplinary research teams, but water research networks are often broad and diverse. The affiliates of Water@UW-Madison span over 40 departments and centers. The Graduate Student Group will continue the work of Water@UW to catalyze water collaborations.","Address Address Contact Email
E: eblackford@wisc.edu Contact Email E:"
We Outside,"We Outside is a BIPOC student-led organization intended to connect and reclaim the place of marginalized students at UW-Madison, with the outdoors. We Outside’s goal is to break stigma, foster resilience, promote education regarding safe outdoor involvement and overall increase BIPOC involvement in outdoor activities through programming and unity.","Address
550 N Park St
Madison, WI 53706
United States Address 550 N Park St Madison, WI 53706 Madison, United States Contact Email
E: weoutside608@gmail.com Contact Email E: Phone Number
P: 608-265-5296 Phone Number P:"
Wealth Management Group,"The Wealth Management Group at the University of Wisconsin - Madison is a community composed of students with an interest in wealth management. The Group will act as a forum to connect with other students and professionals in the Wealth Management industry. During the bimonthly meetings, this Group will hold discussion sessions and host speakers on the various topics such as investment research, risk management, tax and estate planning, and insurance planning. We strive to stay informed on worldly events as they relate to wealth management and host events that will develop our individual ideas and opinions crucial to success in this industry and beyond.","Address Address Contact Email
E: nrydel@wisc.edu Contact Email E:"
Web Development Club,"The Web Development Club is a student-run organization at UW-Madison aimed at exploring the field of Web Development through events, applications, panels, and hands-on experience. Join us to learn more about this growing field in Computer Science, no experience necessary! Goals: - Learn about the field of Web Development from student web developers and industry experts
- Practice and help build in-house web applications for our club & others
- Learn and teach others programming languages such as Javascript, Python, and SQL
- Work with pages that use HTML and CSS, with scripting
- Collaborate with a team that has a diverse and varied technical background
- Meet new friends! Website: https://webdevuw.org Discord: https://discord.gg/8g2VPgY Facebook: https://www.facebook.com/webdevuw","Address
333 E Campus Mall
RM 32
Madison, WI 53715-1380
United States Address 333 E Campus Mall RM 32 Madison, WI 53715-1380 Madison, United States Contact Email
E: webdev@rso.wisc.edu Contact Email E:"
WebLabs,"Weblabs is dedicated to empowering students with the skills and knowledge to excel in web development while making a positive impact on the community. By focusing on both education and service, Weblabs aims to cultivate a passion for web development among students and leverage their talents to support non-profit organizations. Workshops and Training: - Regular workshops covering various aspects of web development, including HTML, CSS, JavaScript, front-end frameworks, and back-end technologies. - Hands-on training sessions led by experienced mentors to build practical skills. Project-Based Learning - Students work on real-world projects, building websites and digital solutions for non-profit organizations. - Collaborative team environments where members can apply their skills, gain practical experience, and enhance their portfolios. - Opportunities for students to take on different roles within projects, such as project management, design, and development, to gain a well-rounded experience. Community Engagement - Partnering with local non-profit organizations to identify their digital needs and provide tailored web solutions. - Providing ongoing support and maintenance for the websites built, ensuring long-term success for the non-profits served. Networking and Professional Growth - Building a strong network of like-minded peers, mentors, and industry professionals. - Offering career development resources, including resume workshops, portfolio reviews, and interview preparation. - Facilitating connections with potential employers and internship opportunities in the field of web development.","Address
1210 W Dayton St
Madison, WI 53706
United States Address 1210 W Dayton St Madison, WI 53706 Madison, United States Contact Email
E: weblabsUW@gmail.com Contact Email E:"
Weightlifting Club,"The purpose of this organization is to establish a weightlifting community amongst medical students, teach proper techniques and exercises, and promote healthy weightlifting practices.","Address
750 Highland Ave
Madison, WI 53726
United States Address 750 Highland Ave Madison, WI 53726 Madison, United States Contact Email
E: tiv@wisc.edu Contact Email E:"
What's Eating My Plants?,,"Address
1630 Linden Drive
Madison, WI 53705
United States Address 1630 Linden Drive Madison, WI 53705 Madison, United States Contact Email
E: whatseatingmyplants@gmail.com Contact Email E:"
Winesconsin,,"Address Address Contact Email
E: Schiegg2@wisc.edu Contact Email E:"
Wisco Disco Dandiya Dance Team,This dance team does the Indian dance form of Raas. It is comprised of 25 members has the goal to spread campus awareness while also eventually hoping to compete nationally within their circuit.,"Address
1022 W Johnson St
Madison, WI 53715
United States Address 1022 W Johnson St Madison, WI 53715 Madison, United States Contact Email
E: arumugham@wisc.edu Contact Email E: Phone Number
P: 6512715978 Phone Number P:"
Wisco Votes,"Wisco Votes is an organization dedicated to mobilizing students to vote at UW-Madison. Empowering students goes beyond just informing students of an election, but also performing advocacy and providing voter education. Wisco Votes will advocate for civic engagement on campus as well as educate students on how to vote and certain public policy issues. Additionally, we will empower students to mobilize their own peers for all upcoming elections and advocacy efforts.","Address
Madison, WI 53703
United States Address Madison, WI 53703 Madison, United States Contact Email
E: kcjames2@wisc.edu Contact Email E: Phone Number
P: 3194298482 Phone Number P:"
Wisconsin Admissions Volunteers,"If you love your university and want to share your UW–Madison experience with prospective students, WAV is for you.  This group of undergraduate students extends the reach of the Office of Admissions and Recruitment and helps the office contact, connect with, and enroll top-quality students from across the country and around the world. Events include student panels, on-campus event support, social media, and more! Visit the WAV portal to for more information and to register!","Address
702 W. Johnson Street
Madison, WI 53715 Address 702 W. Johnson Street Madison, WI 53715 Madison, Contact Email
E: wav@admissions.wisc.edu Contact Email E:"
Wisconsin AI Safety Initiative,"All program information and event dates can be found on our website (https://waisi.org), and all of our club communication is hosted on our Discord server (https://discord.gg/8xZtDBmCHa).



Our modern world is the product of rapid technological advancement. We believe that AI is going to be a revolutionary technology – perhaps of greater magnitude than the agriculture and industrial revolutions. It has a high potential to improve human flourishing, but also the capability to cause a lot of harm at every step of the way.   Already, today, there are ongoing downsides due to AI: systemic discrimination, privacy, misinformation, surveillance. As the technology advances, the scale of potential harm does as well.   A particular landmark to beware will be the creation of agentic general intelligences. While it sounds impossible or far off, it may be on the horizon: 90% of experts predict a 50% likelihood of human-level AI within the century, at least half forecast the same chance before 2061. Many leading AI companies – such as OpenAI, DeepMind, and Anthropic – predict at around 2030.   We believe that having a holistic understanding of the risks that come with AI is practical and necessary for one to have a positive impact in any AI-related career. WAISI intends to be a space for people to grow the understanding of, and skills to mitigate, those risks.","Address Address Contact Email
E: kintana@wisc.edu Contact Email E:"
Wisconsin Alumni Student Board,"The Wisconsin Alumni Student Board (WASB) is a non-profit student organization on the UW-Madison campus sponsored by the Wisconsin Alumni Association. Founded in 1979 by Gayle Langer, the Associate Executive Director for the alumni association, WASB began with approximately 20 students and was focused on the annual Founders’ Day events (originally known as the Ambassadors Program). Today, the Wisconsin Alumni Student Board retains 65 active members because of its focus on spirit, service and leadership. Geared toward linking students of the past, present and future, the Wisconsin Alumni Student Board has one centralized purpose – celebrating the student experience.","Address
650 N Lake St.
Madison, WI 53706
USA Address 650 N Lake St. Madison, WI 53706 Madison, USA Contact Email
E: wasb@uwalumni.com Contact Email E: Phone Number
P: 608-262-2551 Phone Number P:"
Wisconsin Association of Criminal Defense Lawyers - Student Chapter,"WACDL is committed to promoting the proper administration of criminal justice, fostering and maintaining integrity, independence and expertise of defense lawyers in criminal cases, and promoting the protection of individual rights and due process. It is the only organization at the University of Wisconsin Law School dedicated entirely to the practice of criminal law.","Address
975 Bascom Mall
Madison, WI 53706
United States Address 975 Bascom Mall Madison, WI 53706 Madison, United States Contact Email
E: wacdluw@outlook.com Contact Email E:"
Wisconsin Autonomous,"Do you like cars? Do you like working with computers to solve complex, real-world problems? Would you like to gain knowledge to help you succeed in your coursework while having fun? Wisconsin Autonomous is an undergraduate and graduate student organization at UW-Madison dedicated to the research and development of self-driving vehicles. We are competing in the AutoDrive Challenge II competition, which features complicated urban situations where we are tasked with designing a complete system to autonomously control a production Chevrolet Bolt through these scenarios safely. We use a variety of sensors including LiDAR, GPS, IMU, and stereo cameras to detect obstacles and markings around the car. A dedicated Intel server processes the data and sends commands to the vehicle's motor controller and steering/braking actuators. Aside from a great way to meet and work with other students that share your passion, the skills learned at Wisconsin Autonomous relate directly to coursework and help you to develop the all-valuable engineering skill: teamwork and communication. For more information, you can visit our website at wa.wisc.ed, follow us on Instagram at @wisconsinautonomous or contact us at wisconsinautonomous@studentorg.wisc.edu.","Address
1500 Engineering Drive
M1060A Engineering Centers Building
Madison, WI 53706
USA Address 1500 Engineering Drive M1060A Engineering Centers Building Madison, WI 53706 Madison, USA Contact Email
E: wisconsinautonomous@studentorg.wisc.edu Contact Email E:"
Wisconsin Autonomous Vehicle Engineering Society,,"Address Address Contact Email
E: wavesuw@gmail.com Contact Email E:"
Wisconsin Biosecurity Initiative,"The Wisconsin Biosecurity Initiative (WBI) is an interdisciplinary group that brings students together to mitigate the increasingly prevalent threat posed by infectious disease.  As evident by the historic COVID-19 pandemic, infectious diseases have the capacity to shut down societies: interrupting critical supply chains, destabilizing economies, and leading to massive loss of life. While the intensity of the COVID-19 pandemic has fallen considerably from its peak, additional, potentially even more lethal pandemics may be just around the corner - waiting to spill over from a non-human host, being stored in an insecure laboratory, or perhaps being created using increasingly available genetic engineering tools. To prevent these pathogens from triggering the next global pandemic , experts in epidemiology, public health, biology, environmental science, medicine, law, and numerous other fields must collaborate closely to surveil pathogens, effectively manage outbreaks, develop vaccines, and respond promptly to emerging threats.  Helping students get their start in these fields is the core of the Wisconsin Biosecurity Initiative which offers mentored research and project teams, a vast professional network, as well as internship, publishing and grant opportunities – our goal is to kickstart your career!","Address
10 N Livingston St
Madison, WI 53703
United States of America Address 10 N Livingston St Madison, WI 53703 Madison, United States of America Contact Email
E: egreene4@wisc.edu Contact Email E: Phone Number
P: 6519002584 x+1 Phone Number P: x+1"
Wisconsin Boxing Club,"Note: For official membership, you will need to request on DoSportsEasy and complete the required waivers. IF YOU SEND A JOIN REQUEST OR INTEREST MESSAGE ON WIN, YOU WILL NOT GET A RESPONSE. REGISTRATION IS DONE HERE. Thank you for visiting the Wisconsin Boxing Club WIN page!. We are the only boxing-focused organisation on campus, we welcomes any UW-Madison student! Don't be worried if you have no prior boxing experience; our beginner's classes are entirely designed for people without any prior boxing experience. For those with experience and those who have finished one semester at the beginners level, we also offer an intermediate level. Here, participants concentrate on more focused training, have the opportunity to spar, and even join our competitive travelling team to compete in scored matches against universities. No one is ever forced to fight, hit someone, or get hit if they don't want to at either level. Any participation in competition or sparring is entirely voluntary. Any enrolled student at UW Madison is welcome to join the club. At the start of the semester, members must fill out membership documentation and pay a membership fee. Consistent participation at the organization's training sessions, which will be led by a boxing coach, are expected for all members. Dues will be paid at training sessions when members are present. NO EXPERIENCE IS REQUIRED TO JOIN!!!    Practice Locations: BEGINNERS: Spark Studio at the Nick INTERMEDIATES: Nicholas Recreation Center, Spark Studio 3rd Floor Beginners: 8:00pm-9:30pm Mondays, Wednesdays Intermediates: 1:00pm-2:30pm Saturdays *please note that practice times are subject to change, and do have some select dates that are different. We will let you know ahead of time any change in times or location. NEW MEMBER VIRTUAL ORIENTATION: TBA Attendance is mandatory for new members. Even if you are just interested in joining, come so you can ask questions and get all info. IMPORTANT-HOW TO ACCESS FORMS: DISCLAIMER!!! (RecWell is now using DoSportsEasy)   If you do not complete the registration and necessary forms you will not be allowed to practice! QUESTIONS AND CONCERNS: Please contact our President, Antonio Troyer, at atroyer@wisc.edu  Club Dues: Membership Fee for Fall 2024: $60 for new members and $45 for returning members. Dues can be paid with Venmo or cash. The club Venmo account is @wiboxingclub. If you don't have Venmo, please reach out to one of the club officers to work something out. After paying, make sure to fill out google form with treasurer as you enter practice.","Address
1976 Observatory Dr
Madison, WI 53706-1134
United States Address 1976 Observatory Dr Madison, WI 53706-1134 Madison, United States Contact Email
E: boxingclubuwmadison@gmail.com Contact Email E: Phone Number
P: ‪608-620-3268 Phone Number P:"
Wisconsin Business Review,"Established in 2023, the Wisconsin Business Review (WBR) serves as a publications and research medium managed by students, dedicated to presenting original and insightful perspectives on business-orientated issues.  We find purpose in pursuing a lasting and affirmative impact on the global community. To achieve this, WBR divides itself into four distinct arms; Current Affairs for student journalism on local and global news, Commentary for original perspectives on trending topics, Events for the education and dialogue of the community, and Research for deriving new insight within academia.  WBR seeks to engage and foster meaningful, productive connections with organizations and individuals that align with these objectives. For the latter, a formal application process shall be conducted for all prospective applicants during the Fall and Spring semesters to recruit new members, operating on a timeline that aligns with the Wisconsin School of Business and its Undergraduate Program.  To learn more, visit us at our external website (https://wisconsinbusinessreview.org/) or our social media pages (@wisconsinbusinessreview). Contact us at wisconsinbusinessreview@gmail.com.","Address
975 University Avenue
Madison, WI 53706
United States Address 975 University Avenue Madison, WI 53706 Madison, United States Contact Email
E: wisconsinbusinessreview@gmail.com Contact Email E:"
Wisconsin Club Squash,"Our organization practices the sport of squash with players of all levels, offering a great way to have fun, meet new people, and get exercise playing one of the healthiest sports out there. We typically have 4 local matches per semester. The club also sponsors friendly dinners and other team bonding events.","Address Address Contact Email
E: wisconsinsquash@gmail.com Contact Email E:"
Wisconsin Competitive Cheer Club,"The Wisconsin Competitive Cheerleading Club is a member of the Division of Recreational Sports, Club Sports program.  As UW-Madison's official club sport all-girl competitive cheerleading team, we provide college students with the ability to continue competing and improving their skills throughout their college years. We participate in 4-5 competitions per year as well as volunteering and getting involved on campus. We hold multiple fundraising events throughout each semester and are always sure to have socials so that we can get to know our teammates.","Address
Wisconsin Competitive Cheer Club
Bakke Recreation & Wellbeing Center 1976 Observatory Dr
Madison, WI 53706
USA Address Wisconsin Competitive Cheer Club Bakke Recreation & Wellbeing Center 1976 Observatory Dr Madison, WI 53706 Madison, USA Contact Email
E: wicompcheer@gmail.com Contact Email E: Phone Number
P: 414-840-8569 Phone Number P:"
Wisconsin Consulting Club,"BACKGROUND The Wisconsin Consulting Club (WCC) was founded in 2006. Before 2006 there were no institutions on campus offering students the resources to enter into the consulting industry. Over the years our reputation for excellence and high performance has earned us the recognition of our peers and stakeholders.  MISSION The Wisconsin Consulting Club is driven to demonstrate that the University of Wisconsin-Madison is an elite recruiting ground for consulting firms. Our intelligence and passion, structured approach to personal development, and strength of our networks drive continued high-performance by club members and lay the framework for their successful careers in the consulting industry.  WCC STRATEGIC OBJECTIVES  WCC ACTIVITIES & RESOURCES  WHY CONSULTING? Consulting firms are one of the biggest recruiters of top undergraduate students. With offices in almost every city around the world, the career opportunities are boundless and span every industry, function, practice, and sector. Consulting firms are a great place to develop your own brand, network with executives at very successful companies, and pursue your passions.  Consulting will fast track your career and offers some of the best salaries of any position available to a recent graduate. Moreover, you will also have the added perks of traveling and potential sponsorship for your MBA.  Most importantly, your time as a “student” does not stop once you begin your career as a consultant. Consultants a required to learn a lot of things, and learn them quickly. This intensive, yet diverse understanding of the world will enable you to tackle any challenge in your future career.  Furthermore, as a first year consultant you will be entrusted with very high profile projects that some of your peers may not encounter until they are well into their own careers. Above all, consulting firms invest a lot of money into you to make you the best you can possibly be. You will be a part of a large network of extremely talented and smart professionals who will help you along in your career.  ","Address
975 University Ave
Grainger Hall, Room 1280J
Madison, WI 53715
USA Address 975 University Ave Grainger Hall, Room 1280J Madison, WI 53715 Madison, USA Contact Email
E: wcc.communication@gmail.com Contact Email E:"
Wisconsin Engineer Magazine,"First published in 1896, the Wisconsin Engineer is the oldest student-run publication on campus. We produce content focused on science, technology, and people from the UW-Madison College of Engineering. Our student staff meet weekly to collaborate and produce original content for our semesterly issue, which is distributed for free on campus and to high schools throughout the state of Wisconsin. Our staff consists of members in five departments - Writing, Photography, Graphic Design, Web Design, and Social Media. All majors are welcome and no experience is required to join our staff. ","Address
1550 Engineering Drive
M1066 Engineering Centers Building
Madison, WI 53706
USA Address 1550 Engineering Drive M1066 Engineering Centers Building Madison, WI 53706 Madison, USA Contact Email
E: wiscengrmagazine@gmail.com Contact Email E: Phone Number
P: 608-262-3494 Phone Number P: Fax Number
F: 608-262-3494 Fax Number F:"
Wisconsin Engineering Student Council,"Wisconsin Engineering Student Council (WESC) is a student government that serves the engineering undergraduates of the College of Engineering. The council’s purpose is to enrich the student experience for engineering students at the University of Wisconsin Madison while creating an open and welcoming environment for all Badger engineers. Through student driven events like E-Bash, an event devoted to showcasing the 50+ student orgs within the College of Engineering, WESC strives to make getting involved within engineering student organizations on campus as accessible as possible. While WESC promotes student activities on campus, they also hold professional development events to enhance the job seeking experience for engineering undergraduates. Hosting events like Professional Skills Week and Major Exploration Night has helped many students gain valuable insight into the professional world of engineering and connect with Badger engineering alumni. The continued commitment of the Wisconsin Engineering Student Council to their peers has fostered a valuable growth in the engineering student experience.","Address
1410 Engineering Drive
Madison, WI 53706
United States Address 1410 Engineering Drive Madison, WI 53706 Madison, United States Contact Email
E: wiscesc@gmail.com Contact Email E:"
Wisconsin Equestrian Team,"Wisconsin Equestrian is made up of a team of approximately 20 riders from all backgrounds and disciplines. Experience levels range from horse lovers who have never had the chance to take up riding to those who have been successful in the upper levels of equitation, hunters, and jumpers. Although the Wisconsin Equestrian Team rides and competes in hunt seat equitation, members of ALL disciplines are welcome and encouraged to tryout.  Each member gets an average of 1 hour of riding time per week, and extra lessons can be scheduled with the Hoofer Riding Club. Wisconsin Equestrian Team uses the horses and facility of Sugar Creek Stables, located in Brooklyn, WI. It is not necessary to have a car in order to join the team as carpools are organized for every event including lessons, practices, socials, and horse shows.  The team provides a great social network as our season spans the entire school year, rather than just a semester. Wisconsin Equestrian also plans multiple social events throughout the year so everyone may get to know each other and create a bond of friendship and team competition.  Time Commitment The time commitment for the Wisconsin Equestrian Team is a perfect balance between work and play, providing team members with several opportunities to ride while still maintaining plenty of time for their studies.  Lessons Team members are divided into lesson groups of maximum 4-5 people and take one-hour long lesson a week with a coach. If the coach must cancel a lesson due to an emergency or unsafe weather conditions, the lesson will be rescheduled for a later date in the semester. If a rider misses their lesson, they are responsible for making it up on their own. Lessons are held at Sugar Creek Stables. * For lessons, riders must commit additional time to groom and tack up horses before the scheduled riding time and untack and cool down horses after. This usually adds an additional hour to lessons.  Transportation Sugar Creek Stables is located in Brooklyn, WI, which is about 40 minutes away from the UW-Madison Campus. Team members carpool to the barn for lessons and practices, so owning a car is not necessary.  Horse Shows Wisconsin Equestrian competes in approximately ten horse shows throughout the school year. These are generally held across five weekends. As riders continue to improve and show dedication to the team, show teams will change throughout the school year. Therefore, not every team member will compete at every show.  Social Events Meetings are held on Wednesdays at 7 PM bi-weekly. Our social chairs also organize at least one social event per month in order to foster team bonding and friendship.  Financial Commitment The Wisconsin Equestrian Team does not receive sponsorship money from the University of Wisconsin-Madison. Therefore, most of our funds come from fundraising efforts, the generous donations of friends and family members, and the pockets of our team members. In order to help future members prepare for the financial commitment of being on the team, we have put together a rough estimate based on costs from previous years. Please note that costs are subject to change throughout the year.  Lessons: $35 each (Members are required to take 22 per year) Hoofer Club Membership: $125 per year IHSA Membership: $45 per year Driver gas money (not applicable if you are a driver): approximately $50 per semester Horse Shows: approximately $200 per weekend (Includes entry fees, hotel, food, and fleet rental)  Of course, these expenses are spread out throughout both semesters, and payment plans are available to help alleviate financial concerns. This estimate does not include Tournament of Champions series horse shows, Regionals, Zones, or Nationals. The Wisconsin Equestrian Team participates in several fundraising events to help offset the costs of practices and horse shows.","Address
6 N Charter St
Apt 1
Madison, WI 53715
United States Address 6 N Charter St Apt 1 Madison, WI 53715 Madison, United States Contact Email
E: bunderson@wisc.edu Contact Email E:"
Wisconsin Gymnastics Club,"The Wisconsin Gymnastics Club was founded in 2002 after the varsity gymnastics program was cut in the early 90s. We have members of all levels ranging from beginners who have never done gymnastics to experienced members who have competed at a national level. We provide off-campus, co-ed practices for all ability levels. All practices are optional, and are held Monday through Thursday 8 – 10pm and Sunday 2:30 – 5pm. Transportation is provided. We also participate in NAIGC-sanctioned competitions throughout the year and all members have the ability to compete at any meet. Besides practices and competitions, the club participates in fundraising and volunteer events together as well as social gatherings to foster team-building. MORE INFORMATION  PRACTICE SCHEDULE: Practices are held off campus, but transportation will be provided. Please email wisconsingymnasticsclub@rso.wisc.edu with your name, phone number, and email if you would like to be added to the WiscList for future mailings. You will then receive emails on practice days. Just click on the attached link and add your name to the sign up if you need a ride or to just let us know that you will be attending. Also, please make sure to fill out the forms you will find attached to the practice email before attending your first practice so we don't have too much delay when you arrive.  Monday, 8:00-10:00 pm 
Gymfinity Gymnastics
6300 Nesbitt Rd
Madison, WI 53719  Tuesday, 8:00-10:00 pm 
Gymfinity Gymnastics
6300 Nesbitt Rd
Madison, WI 53719  Wednesday, 8:00-10:00 pm 
Jump Around Gymnastics
7121 River Road
DeForest, WI 53532  Thursday, 8:00-10:00 pm 
Jump Around Gymnastics
7121 River Road
DeForest, WI 53532  Sunday, 2:30-5:00 pm 
Jump Around Gymnastics
7121 River Road
DeForest, WI 53532  COMPETITIONS: The Wisconsin Gymnastics Club participates in NAIGC-sanctioned events. The first is held in late fall and is NOT judged – participants are encouraged to attend to practice their routines in a formal competition style without judging.  Most of the away meets are in the spring, and the number of meets we go to depends on funding and interest. With slight modifications, women's routines are judged based on Xcel Silver, Xcel Platinum, level 8, and level 9 USAG Junior Olympic Program Rules, while men's routines are judged based on FIG rules for modified level 7, level 9, and NCAA. Members of all skill levels are encouraged to compete. At the end of the spring semester, all members are encouraged to compete in the NAIGC Nationals competition, which will be held in Albuquerque, NM this year. To participate, you must compete in at least two other meets during the school year. Additional fees will apply for competition.  FUNDRAISING: Every year, the Wisconsin Gymnastics Club holds several fundraising events. The most popular event is Flip for a Tip, where we perform skills in return for donations at Badger Football tailgating parties. There may also be other fundraising opportunities.  SOCIALS: The Wisconsin Gymnastics Club also aims to provide lasting connections between members. Social events outside of the gym have included ice skating, haunted houses, dinner and movie nights, restaurant outings, and more.  DUES: Whether you're a seasoned gymnast or a complete beginner, you're encouraged to stop by practice to see what the Gymnastics Club is all about! Everybody can attend three FREE practices. Membership fees are $200 per year or $105 per semester for nondrivers and $150 per year or $80 per semester for drivers. Payments should be made through our Venmo (@wisconsingymnasticsclub) or a check handed to one of the officers. ","Address
1976 Observatory Dr
Madison, WI 53706
USA Address 1976 Observatory Dr Madison, WI 53706 Madison, USA Contact Email
E: wisconsingymnasticsclub@rso.wisc.edu Contact Email E: Phone Number
P: 6517857183 Phone Number P:"
Wisconsin Horror,Student Organization where members watch and discuss various horror movies.,"Address Address Contact Email
E: WisconsinHorror@outlook.com Contact Email E:"
Wisconsin International Law Journal,"WILJ offers articles of scholarly and practical interest in various areas of international law. Student members of WILJ edit articles of interest in international law and draft articles for submission and possible publication. Each spring, the student members coordinate a symposium or workshops on recent topics in international law.","Address
975 Bascom Mall
Madison, WI 53706
USA Address 975 Bascom Mall Madison, WI 53706 Madison, USA Contact Email
E: eic.wilj@gmail.com Contact Email E:"
Wisconsin International Law Society,"The Wisconsin International Law Society (WILS) is Wisconsin Law School's principal student group dedicated to issues involving international law. WILS informs its members about opportunities to practice international law and current issues in international law; allows members the opportunity to meet leading scholars in international law; advocates for academic development in the field of international law; offers guidance and advice on career paths in the fields of public and private international law; permits opportunities for American and international law students and alumni to form cross-cultural, global connections. WILS promotes awareness of global events, understanding of diverse legal cultures, and the development of international law.  Widening the scope of international legal academic opportunities at the University of Wisconsin Law School shall be the highest priority.  WILS shall also implement strategies necessary to ensure the continued success and growth of the international legal track of the Law School, and to strengthen its international law reputation within the wider legal community.","Address
975 Bascom Mall
University of Wisconsin Law School
Madison, WI 53706
United States Address 975 Bascom Mall University of Wisconsin Law School Madison, WI 53706 Madison, United States Contact Email
E: wiintlawsoc@law.wisc.edu Contact Email E: Phone Number
P: 6502422797 Phone Number P:"
